canonical_index,cell_id,batch,class_id
22328,oehlkgmc-1,s04B,3
22332,ebdahphe-1,s04B,4
22360,jkflgoni-1,s04B,0
22363,jkgndiin-1,s04B,4
22373,ebckmcdc-1,s04B,4
22376,jkghbcge-1,s04B,6
22404,ebchiidk-1,s04B,6
22433,dpjgelca-1,s04B,5
22447,jkgcjfhe-1,s04B,0
22458,jkgjoill-1,s04B,2
22468,jlonganl-1,s04B,2
22477,dpjgkmgj-1,s04B,5
22490,jllkgaak-1,s04B,1
22506,jlpblmbd-1,s04B,1
22508,dpjhnnfm-1,s04B,5
22514,jlpamcpd-1,s04B,0
22533,ebhffakc-1,s04B,6
22548,jmanmhia-1,s04B,1
22550,jmaolcak-1,s04B,4
22551,jmaolhhh-1,s04B,1
22553,jmapoojg-1,s04B,4
22559,ebhhijkj-1,s04B,5
22567,jlohoodo-1,s04B,1
22569,jloienij-1,s04B,2
22576,ebhhhabj-1,s04B,6
22583,jloghjfe-1,s04B,4
22607,ebefmfhd-1,s04B,2
22609,ebefnnna-1,s04B,2
22614,ebegokef-1,s04B,5
22616,ebehapom-1,s04B,6
22632,jlnecioc-1,s04B,1
22633,jlneecjk-1,s04B,1
22701,ebdmhlif-1,s04B,6
22707,ebdmnjnj-1,s04B,5
22712,ebeakomb-1,s04B,4
22719,ebejhbpa-1,s04B,5
22726,jloapjno-1,s04B,1
22733,jlpllpaa-1,s04B,1
22734,jlpllpmi-1,s04B,1
22753,jmgbdcji-1,s04B,1
22758,jmgbjndk-1,s04B,2
22768,jmggcfdf-1,s04B,3
22783,ebdodjom-1,s04B,6
22810,ebeaengh-1,s04B,5
22817,jlobkndd-1,s04B,1
22823,jlocmnhn-1,s04B,2
22829,jmflddii-1,s04B,1
22840,jmgfijfe-1,s04B,3
22846,jmiehlll-1,s04B,2
22847,jmighnao-1,s04B,1
22850,ebdpaldl-1,s04B,5
22862,jmfkajce-1,s04B,4
22864,jmfknbab-1,s04B,1
22871,jmgijeji-1,s04B,1
22873,jmgjcipp-1,s04B,1
22917,ebebffme-1,s04B,5
22925,jmglhojj-1,s04B,5
22926,jmgljhcj-1,s04B,2
22935,jmgnaiad-1,s04B,2
22947,jmhiclhd-1,s04B,3
22956,jmkgmalc-1,s04B,5
22960,eajbjbgm-1,s04B,5
22964,eajbogfh-1,s04B,5
22969,eajddkfh-1,s04B,5
22974,jmglcemi-1,s04B,1
22978,jmhbbkab-1,s04B,5
22986,jmhbofgf-1,s04B,2
22993,jmhgacbl-1,s04B,2
22995,jmhghfjn-1,s04B,5
23017,jmdfhhah-1,s04B,1
23023,jmhdidpg-1,s04B,2
23026,jmheapah-1,s04B,1
23047,jmenajol-1,s04B,1
23075,jmfcjjln-1,s04B,2
23076,jmfckakn-1,s04B,1
23079,jmfdcfln-1,s04B,0
23094,jmeohdmk-1,s04B,6
23096,jmfalage-1,s04B,1
23100,jmfbjffb-1,s04B,1
23110,eahndkdk-1,s04B,1
23149,jmepgfcc-1,s04B,1
23154,jmfaanik-1,s04B,0
23163,eahmcdbb-1,s04B,6
23170,jmbijifd-1,s04B,4
23184,jmdkfcnm-1,s04B,4
23199,jmdndnea-1,s04B,2
23200,jmdobaik-1,s04B,4
23210,jmdphdoj-1,s04B,0
23223,jmdiglif-1,s04B,1
23226,jmdjjmhm-1,s04B,4
23232,jmdkmhnp-1,s04B,0
23234,jmdmijfc-1,s04B,4
23242,gjlnbolb-1,s04B,5
23248,gjmamloe-1,s04B,5
23258,gjmcdjji-1,s04B,1
23268,gjlmldkc-1,s04B,1
23269,gjlnhabh-1,s04B,0
23291,dppbfong-1,s04B,2
23302,gjmmlgib-1,s04B,4
23318,gjndakee-1,s04B,4
23322,gjndgnld-1,s04B,4
23332,gjocjlpe-1,s04B,1
23346,gjodmfim-1,s04B,1
23359,gjmoloak-1,s04B,4
23372,gjnakeoj-1,s04B,1
23378,gjocgoga-1,s04B,4
23383,gkbjliak-1,s04B,1
23391,gkbklnem-1,s04B,4
23394,gkblpcda-1,s04B,4
23404,gjnefaeo-1,s04B,1
23410,gjnfcpen-1,s04B,4
23414,gjnfnagj-1,s04B,2
23420,gkbkpgmo-1,s04B,1
23423,gkboblfh-1,s04B,3
23441,gjngffoo-1,s04B,4
23474,gkbofbib-1,s04B,1
23488,gjnggjnn-1,s04B,4
23489,gjngiaff-1,s04B,5
23505,gjnjbdml-1,s04B,1
23508,gjojkdif-1,s04B,5
23514,gjolgiai-1,s04B,5
23531,gjmfeekn-1,s04B,4
23543,gjmkmcam-1,s04B,1
23551,gjohlmin-1,s04B,1
23566,ebbofndo-1,s04B,5
23568,ebcleidj-1,s04B,5
23618,gkajejpf-1,s04B,2
23627,ebcmmaoh-1,s04B,5
23640,ebddcnoa-1,s04B,5
23642,ebdddgnl-1,s04B,5
23648,gjoolkik-1,s04B,5
23658,gjpbalio-1,s04B,5
23664,gjpcfjoi-1,s04B,0
23665,gjpchpho-1,s04B,5
23672,gjpibocc-1,s04B,5
23677,gjpinbob-1,s04B,4
23700,ebdcccgc-1,s04B,5
23703,ebdcemlm-1,s04B,2
23706,ebddinbb-1,s04B,5
23711,gjoofdko-1,s04B,1
23714,gjopmoic-1,s04B,1
23722,gjpkgjao-1,s04B,5
23729,jkfognmk-1,s04B,0
23738,ebcipdgj-1,s04B,5
23742,jkfjhpal-1,s04B,1
23760,jkhaelik-1,s04B,4
23765,jkhddlif-1,s04B,1
23773,jkgbhabp-1,s04B,1
23774,jkgbhnkb-1,s04B,4
23777,jkgbmkcb-1,s04B,1
23779,jkgcabae-1,s04B,4
23780,jkgfcdhf-1,s04B,1
23784,ebceepna-1,s04B,5
23792,ebgndnpj-1,s04B,2
23793,ebhbafeb-1,s04B,6
23796,ebhdjkpj-1,s04B,1
23819,ebcenapm-1,s04B,5
23854,jlleejnn-1,s04B,5
23863,jllhcjpf-1,s04B,0
23889,ebhcijik-1,s04B,5
23894,ebhnplgn-1,s04B,5
23908,jlkdmhhp-1,s04B,0
23930,jllnbhoj-1,s04B,5
23942,ebhohpcn-1,s04B,4
23946,ebholgjj-1,s04B,1
23955,jlkfaijg-1,s04B,2
23957,jlkfgcda-1,s04B,0
23959,jlkfkmde-1,s04B,0
23960,jlkfndjj-1,s04B,5
23967,jlkjnpgh-1,s04B,0
23972,jlkkhkmj-1,s04B,0
23981,jllndcok-1,s04B,1
23984,jllnkhpa-1,s04B,0
23986,jllnnihe-1,s04B,5
24012,jlkndpii-1,s04B,4
24016,jllnphdk-1,s04B,0
24021,jmaicbfm-1,s04B,1
24022,jmaifjln-1,s04B,2
24047,ebhkddnb-1,s04B,5
24056,jlkpadkk-1,s04B,1
24059,jlkpjcmk-1,s04B,2
24069,jllaoneg-1,s04B,0
24073,jlpodeam-1,s04B,1
24074,jlpodggm-1,s04B,2
24076,jmagllpf-1,s04B,4
24088,jmalpnlb-1,s04B,1
24095,jmamffla-1,s04B,1
24098,jmamijdh-1,s04B,2
24105,ebdeeabi-1,s04B,5
24113,ebhhccab-1,s04B,5
24159,ebdkfpkm-1,s04B,5
24184,ebeoejkk-1,s04B,5
24185,ebeoglda-1,s04B,5
24194,jlpgjaag-1,s04B,1
24197,jlphhmfm-1,s04B,5
24198,jlpjmebh-1,s04B,5
24207,jmaagafk-1,s04B,5
24208,jmaagahp-1,s04B,4
24212,jmacfegg-1,s04B,4
24256,jmabohem-1,s04B,5
24276,jkmpfega-1,s04B,1
24279,jlllgclb-1,s04B,1
24283,jmfgncmj-1,s04B,1
24286,jmfhddme-1,s04B,1
24295,jllllmji-1,s04B,1
24324,jknbbjel-1,s04B,1
24334,jlllgfjf-1,s04B,2
24341,jmfmkpbd-1,s04B,4
24361,jmfoknpi-1,s04B,1
24368,jmhpaldb-1,s04B,3
24399,eajdiika-1,s04B,5
24423,jmdbkihm-1,s04B,2
24437,jkmifpmk-1,s04B,1
24450,eaicfcbj-1,s04B,6
24455,eaidbfcd-1,s04B,6
24460,jmddomcp-1,s04B,1
24469,jlagjkhe-1,s04B,4
24473,jlaimokn-1,s04B,4
24477,jlbmdmdd-1,s04B,1
24480,jmefplik-1,s04B,1
24485,jmejmmpe-1,s04B,5
24495,jmemecgg-1,s04B,0
24496,eaiedlhi-1,s04B,0
24520,jmedcnom-1,s04B,4
24536,jmegkbom-1,s04B,1
24538,jmehdgai-1,s04B,4
24547,jmeijpbd-1,s04B,4
24552,jmekidol-1,s04B,2
24556,jlbhijab-1,s04B,1
24560,jmechhog-1,s04B,4
24570,jmeemnfi-1,s04B,2
24586,hjobeoji-1,s04B,0
24593,hjnhmcjo-1,s04B,1
24596,hjnioaai-1,s04B,0
24602,hjoaidbn-1,s04B,1
24638,hjnihifk-1,s04B,1
24645,hjnjcici-1,s04B,4
24653,hjnllfhh-1,s04B,1
24654,hjnlnikc-1,s04B,0
24655,hjnmadgg-1,s04B,4
24664,gdaaapaj-1,s04B,1
24668,gdaehlna-1,s04B,1
24684,gdakklda-1,s04B,2
24695,gdajflee-1,s04B,1
24697,gdakmaha-1,s04B,2
24704,gdalfjbo-1,s04B,1
24735,aepgdidf-1,s04B,4
24739,aephchbe-1,s04B,5
24742,aephipig-1,s04B,5
24748,gdbdfplc-1,s04B,2
24751,gdcahfnf-1,s04B,4
24758,gdcbfekn-1,s04B,1
24771,gdcefhon-1,s04B,4
24772,gdcegghf-1,s04B,1
24785,aeomlfnl-1,s04B,3
24787,aeomnfbo-1,s04B,5
24790,aeooohgp-1,s04B,4
24796,aepahfbh-1,s04B,6
24801,aepemeif-1,s04B,5
24806,gdcjiilo-1,s04B,4
24809,gdcnmjin-1,s04B,5
24818,gddchgmk-1,s04B,4
24822,gddckcgc-1,s04B,4
24828,gdddbekm-1,s04B,4
24833,aeopaodc-1,s04B,4
24841,gdcnndme-1,s04B,2
24851,ebcbafem-1,s04B,6
24855,gdcpapnk-1,s04B,4
24868,gdbliicp-1,s04B,2
24869,gdcmjgei-1,s04B,1
24873,gjmhfcmn-1,s04B,2
24878,afbegijk-1,s04B,2
24883,ebbphcfe-1,s04B,2
24887,gdcomegm-1,s04B,1
24900,afbeklng-1,s04B,6
24907,gkkhmbkd-1,s04B,2
24910,jkfmjoam-1,s04B,1
24914,afajjabj-1,s04B,5
24922,gkkifnbh-1,s04B,0
24935,gdnlhaij-1,s04B,1
24938,gdnlojcp-1,s04B,4
24942,gkkidgjc-1,s04B,1
24944,gkkmjgge-1,s04B,1
24969,ebhcbilj-1,s04B,1
24994,afaegelg-1,s04B,5
25020,gdojcmhh-1,s04B,5
25031,gkklidgn-1,s04B,2
25041,aepooigh-1,s04B,5
25045,gdobokfb-1,s04B,1
25047,gdocgjkd-1,s04B,1
25051,gkkiipap-1,s04B,5
25052,gkkkcion-1,s04B,1
25061,jlkmihjf-1,s04B,1
25067,ebddlice-1,s04B,6
25074,gdmbceej-1,s04B,2
25096,gdmbgglk-1,s04B,1
25104,gkkcbkai-1,s04B,1
25109,ebdkphef-1,s04B,2
25111,gdndmnnm-1,s04B,1
25115,gkkbimbn-1,s04B,1
25119,jkmoagen-1,s04B,1
25120,ekngcfda-1,s04B,6
25124,gdnfdaie-1,s04B,1
25137,gkkfhpfp-1,s04B,4
25138,jkmpkjdb-1,s04B,1
25140,ekmhjdad-1,s04B,3
25147,gdnakcgi-1,s04B,2
25159,gkkgnbnm-1,s04B,4
25163,jknanfgm-1,s04B,5
25164,jknbhohn-1,s04B,1
25166,jknchkmm-1,s04B,5
25168,gdmiklmb-1,s04B,0
25212,gdjoelhh-1,s04B,1
25225,jkmhihnm-1,s04B,1
25230,gdkehaaa-1,s04B,1
25247,ekmlcphn-1,s04B,4
25252,gdladdhk-1,s04B,2
25275,eaihbpgf-1,s04B,6
25287,gdlaidom-1,s04B,4
25298,gdlcojbj-1,s04B,3
25305,gkkdlgom-1,s04B,6
25339,jpjhkjjf-1,s04B,1
25342,jpjiomih-1,s04B,1
25352,ekmmnnmp-1,s04B,5
25374,jpjegcmi-1,s04B,0
25389,jpjiboio-1,s04B,2
25400,jlbhhfap-1,s04B,2
25401,jlbmofea-1,s04B,5
25431,odgfgjai-1,s04B,2
25432,aeniddad-1,s04B,5
25433,aenidoan-1,s04B,5
25445,hjnfplgm-1,s04B,1
25451,hjngogch-1,s04B,1
25481,afdbdjfh-1,s04B,5
25500,hjlikjfl-1,s04B,5
25508,aenilfjg-1,s04B,2
25518,gdancpfp-1,s04B,1
25539,gddmhkfc-1,s04B,1
25561,gdajlfmf-1,s04B,1
25577,gdanpnhk-1,s04B,2
25579,gdaocpao-1,s04B,1
25585,gdaojbgf-1,s04B,1
25605,gdbppgol-1,s04B,4
25619,aeokjpgg-1,s04B,5
25641,gdcfkllj-1,s04B,1
25652,aeonchjn-1,s04B,5
25653,aeonhcib-1,s04B,2
25661,ocbhkgmi-1,s04B,1
25686,ekgbildp-1,s04B,6
25699,gdnkchag-1,s04B,1
25725,gdnolfko-1,s04B,1
25726,gdnomedm-1,s04B,1
25731,gdnpipng-1,s04B,1
25748,aepjboie-1,s04B,4
25766,gdmaghph-1,s04B,2
25769,gdmakfal-1,s04B,1
25777,gdodldoi-1,s04B,1
25793,gdmcgpod-1,s04B,1
25802,eknjfmli-1,s04B,5
25803,eknjgiig-1,s04B,2
25816,ekmcnmai-1,s04B,6
25817,ekmdabcc-1,s04B,6
25829,gdmlaofo-1,s04B,6
25846,gdngjkfk-1,s04B,0
25849,ekmefkib-1,s04B,6
25865,gdmgndbj-1,s04B,1
25878,ekmnodic-1,s04B,1
25879,gdhjieej-1,s04B,4
25881,gdhpiipg-1,s04B,3
25901,gdkaaofi-1,s04B,1
25919,gdkflhcl-1,s04B,4
25922,gdkgakkh-1,s04B,4
25925,gdmhokme-1,s04B,2
25926,gdmiaibl-1,s04B,1
25927,gdmidgam-1,s04B,2
25929,ekmnpfod-1,s04B,6
25936,gdkcglfo-1,s04B,5
25944,gdkeeccd-1,s04B,4
25966,gdlkgmim-1,s04B,1
25972,gdllhceh-1,s04B,4
25975,gdlmgpfk-1,s04B,1
25996,gdlilmgc-1,s04B,2
25997,gdljabkk-1,s04B,4
26004,gdlmjcne-1,s04B,4
26005,gdlmlhnl-1,s04B,4
26009,gdlnelji-1,s04B,2
26015,gdkhdlhp-1,s04B,1
26021,gdkhlhpo-1,s04B,4
26024,gdkibmjc-1,s04B,2
26027,gdkigflb-1,s04B,0
26043,gdknjcba-1,s04B,3
26049,gdkogadg-1,s04B,4
26077,jphopbgi-1,s04B,5
26079,jphpfegh-1,s04B,0
26088,jphjgkdf-1,s04B,5
26096,jphlkmlg-1,s04B,4
26098,jphlmonn-1,s04B,0
26101,jphmjcfo-1,s04B,1
26114,jphodacp-1,s04B,1
26117,jpjjoleg-1,s04B,3
26127,hjklcfjf-1,s04B,5
26133,hjknoblh-1,s04B,1
26134,hjknoeac-1,s04B,1
26146,hjlolpgb-1,s04B,2
26163,hjlboibi-1,s04B,0
26170,hjmacgac-1,s04B,2
26174,hjmamikg-1,s04B,4
26195,hjlcchfb-1,s04B,1
26212,hjlmiilc-1,s04B,4
26225,afceccke-1,s04B,2
26234,afcgjcpb-1,s04B,4
26247,gddhnppd-1,s04B,4
26250,gddkleeo-1,s04B,4
26255,gddlloie-1,s04B,1
26270,hjlkfejm-1,s04B,5
26287,gddhefho-1,s04B,4
26298,gddjmeom-1,s04B,0
26303,gdecbhbn-1,s04B,0
26310,gdedflgf-1,s04B,6
26320,gdededog-1,s04B,1
26363,gdekhpoe-1,s04B,2
26365,gdenlhae-1,s04B,1
26368,ekgbpbpb-1,s04B,0
26377,ekgeplla-1,s04B,0
26384,gdgcnpen-1,s04B,1
26388,ekgfdgmb-1,s04B,3
26396,ekhemdob-1,s04B,1
26397,ekhfhgmg-1,s04B,1
26418,ekhkdkbe-1,s04B,3
26427,gdfabkdi-1,s04B,1
26433,gdfhplhh-1,s04B,1
26444,gdfkfjhc-1,s04B,1
26460,gdfdonol-1,s04B,4
26461,gdfebhob-1,s04B,4
26467,gdfednlc-1,s04B,1
26473,gdfejkfn-1,s04B,4
26477,gdffajjj-1,s04B,3
26495,gdjhpngh-1,s04B,1
26504,ekgngifd-1,s04B,6
26526,gdjmblbe-1,s04B,2
26527,gdjmfkni-1,s04B,4
26528,gdjmghle-1,s04B,4
26541,gdgloofg-1,s04B,1
26552,gdhgemmf-1,s04B,1
26564,gdjliglh-1,s04B,4
26568,gdhinkok-1,s04B,5
26580,gdjehmja-1,s04B,0
26608,gdigljco-1,s04B,4
26618,ekggnnfi-1,s04B,6
26627,gdicafcn-1,s04B,1
26628,gdieilbd-1,s04B,2
26642,gdhplikg-1,s04B,1
26649,gdhfcclp-1,s04B,2
26652,gdhfoegn-1,s04B,0
26660,ekgkihbg-1,s04B,1
26665,gdhbnagm-1,s04B,2
26670,gdhfafnh-1,s04B,1
26673,gdhfggdc-1,s04B,4
26691,gdhngaki-1,s04B,1
26708,gdhcfgkh-1,s04B,2
26709,gdhkfiik-1,s04B,0
26712,gdhkmnmd-1,s04B,3
26714,gdhmpmdp-1,s04B,0
26715,gdhnaeac-1,s04B,2
26745,jpbbfkdd-1,s04B,0
26756,jpbhbklj-1,s04B,1
26762,jpbibmfh-1,s04B,0
26772,jpbaehdf-1,s04B,5
26780,hilgclgk-1,s04B,2
26781,bajoafek-1,s04B,5
26801,hjmjogak-1,s04B,1
26836,hjmdhpnj-1,s04B,1
26840,hjmdoifn-1,s04B,2
26857,hjldaokd-1,s04B,0
26859,hjldchdm-1,s04B,1
26865,hjlepdfm-1,s04B,1
26872,hjllfmkc-1,s04B,5
26885,bamajoje-1,s04B,6
26889,gddebaao-1,s04B,2
26892,gdpabmnp-1,s04B,1
26899,hjlgllij-1,s04B,4
26925,bajndodd-1,s04B,5
26939,bancjpio-1,s04B,2
26945,banbojif-1,s04B,5
26949,bajmanle-1,s04B,6
26959,gdelonim-1,s04B,4
26963,gdekkfgk-1,s04B,0
26964,gdeklghc-1,s04B,4
26965,gdelnboe-1,s04B,0
26979,gejjbflh-1,s04B,1
26988,gdehmoaa-1,s04B,1
26991,gdeibhfb-1,s04B,1
27012,gdepogna-1,s04B,1
27027,gdfagomn-1,s04B,1
27044,gdfdgklc-1,s04B,4
27047,gdffmkei-1,s04B,1
27050,gdgdebdh-1,s04B,1
27065,geflcmlp-1,s04B,0
27078,balegcci-1,s04B,1
27087,gdgkeico-1,s04B,5
27113,gdginkib-1,s04B,2
27124,gdglfhdp-1,s04B,1
27143,gdjbahdg-1,s04B,0
27155,gdgfhmdg-1,s04B,1
27164,gdioccpf-1,s04B,6
27173,gdjekcmp-1,s04B,2
27180,gdjgcoce-1,s04B,1
27195,gdjhmddi-1,s04B,0
27211,bakfckgj-1,s04B,6
27246,gdheldgc-1,s04B,1
27253,bakhfhgg-1,s04B,1
27255,ekkdeeki-1,s04B,6
27269,bagnhbfb-1,s04B,6
27286,bamclkni-1,s04B,5
27296,hikdcfic-1,s04B,1
27304,hikdnkjh-1,s04B,2
27325,balpefof-1,s04B,5
27333,gdonakje-1,s04B,1
27337,gdonjjgp-1,s04B,1
27339,gdpfgedi-1,s04B,4
27343,gdphmned-1,s04B,1
27346,hikdkndf-1,s04B,5
27361,hikhcjhj-1,s04B,4
27369,hiklcfnd-1,s04B,0
27373,hiklplng-1,s04B,1
27381,gdomnmfd-1,s04B,0
27396,gdpamcbl-1,s04B,4
27399,gdpbgipp-1,s04B,2
27402,gdpbkdle-1,s04B,4
27412,gdpipcoj-1,s04B,4
27429,ocbpnngd-1,s04B,0
27430,afknaebe-1,s04B,0
27432,bamniaed-1,s04B,1
27442,banfoble-1,s04B,4
27444,bangcoce-1,s04B,3
27449,geafefin-1,s04B,2
27450,geaffbcd-1,s04B,1
27455,banfdkjk-1,s04B,6
27466,afkmdglh-1,s04B,1
27472,geahoogm-1,s04B,1
27478,bamehbjd-1,s04B,5
27489,gejmjmdp-1,s04B,2
27496,gejjkpga-1,s04B,2
27497,gejkbjja-1,s04B,6
27516,bamgmjeb-1,s04B,0
27533,geijffde-1,s04B,1
27549,bajafjhf-1,s04B,4
27574,gefmllmp-1,s04B,1
27645,occchaoa-1,s04B,3
27658,baiingig-1,s04B,5
27664,baijollc-1,s04B,6
27677,gegdbadl-1,s04B,0
27707,geffbobp-1,s04B,4
27709,gegamhle-1,s04B,1
27710,gegamjjn-1,s04B,0
27714,geepbfip-1,s04B,1
27717,gefbadjk-1,s04B,0
27732,geeociha-1,s04B,1
27735,bahfcchp-1,s04B,6
27739,geehfocd-1,s04B,0
27755,geeolcgm-1,s04B,2
27756,geeooaol-1,s04B,1
27767,baheanak-1,s04B,2
27772,geelhamb-1,s04B,2
27781,geekoofm-1,s04B,2
27784,bahgnoih-1,s04B,6
27823,afiaifje-1,s04B,5
27843,hikomide-1,s04B,4
27857,geaoejnf-1,s04B,0
27861,geaoooei-1,s04B,2
27884,gdpgglhj-1,s04B,1
27888,gdpgimfp-1,s04B,0
27902,geandidk-1,s04B,1
27905,geaochag-1,s04B,1
27906,afibikib-1,s04B,1
27914,gdpjhgen-1,s04B,4
27935,gdplkhke-1,s04B,0
27939,afkdehip-1,s04B,4
27941,gdplbhnl-1,s04B,1
27942,gdpljekg-1,s04B,1
27948,afkchcnn-1,s04B,6
27949,afkcogpm-1,s04B,1
27961,bampcbok-1,s04B,1
27968,geiopilh-1,s04B,4
27975,gdppcinp-1,s04B,4
27983,occdoill-1,s04B,3
28006,afgemaja-1,s04B,2
28009,afgfdink-1,s04B,6
28014,bamiidim-1,s04B,4
28015,gegplmjg-1,s04B,1
28041,gekgmoje-1,s04B,0
28043,gekgpihc-1,s04B,0
28073,geidjpch-1,s04B,4
28075,geiedcfb-1,s04B,2
28091,gehppmoi-1,s04B,1
28112,afhibgli-1,s04B,2
28122,gegflipm-1,s04B,1
28130,afhjdfcp-1,s04B,1
28146,gegmepoa-1,s04B,3
28148,gegmkpgh-1,s04B,1
28167,gednelkh-1,s04B,6
28170,gedoehpg-1,s04B,0
28179,geghegfg-1,s04B,0
28186,gegiicae-1,s04B,1
28191,gegjeabh-1,s04B,1
28198,elhbbfgj-1,s04B,6
28211,gedoebdh-1,s04B,4
28216,geefngkn-1,s04B,6
28217,geefpapd-1,s04B,1
28234,elhejjcn-1,s04B,6
28243,eljgihin-1,s04B,6
28249,occcbpll-1,s04B,3
28258,eljhfokn-1,s04B,5
28270,geedlelk-1,s04B,1
28272,gefbllpk-1,s04B,1
28283,eljdannb-1,s04B,6
28294,geckincm-1,s04B,1
28296,geeajjnl-1,s04B,1
28297,geeamgdg-1,s04B,1
28299,geeblloc-1,s04B,1
28303,geecamia-1,s04B,4
28311,geedigca-1,s04B,4
28312,geediopj-1,s04B,4
28320,elinjnlf-1,s04B,6
28323,geemojil-1,s04B,2
28329,elimlepo-1,s04B,1
28335,gebogjfm-1,s04B,3
28338,geeaendi-1,s04B,2
28339,geeapggm-1,s04B,3
28347,elhkaaod-1,s04B,1
28366,elhlpmkm-1,s04B,4
28368,elicgkde-1,s04B,6
28376,hjdihblm-1,s04B,5
28396,geajljhc-1,s04B,4
28398,geakfcmc-1,s04B,0
28400,geakjmin-1,s04B,1
28409,gealacib-1,s04B,1
28412,hikojmdd-1,s04B,4
28414,hjcmnjbj-1,s04B,4
28418,hjddmdmo-1,s04B,4
28422,hjdeaoam-1,s04B,1
28423,hjdeclph-1,s04B,4
28445,geakelfh-1,s04B,2
28446,geakelke-1,s04B,0
28464,hjcoepha-1,s04B,4
28470,hjdcbamb-1,s04B,4
28472,hjdceldb-1,s04B,0
28475,hjddfbop-1,s04B,4
28476,hjdeiddo-1,s04B,4
28482,afieccod-1,s04B,6
28495,gealmdba-1,s04B,1
28496,gealpehe-1,s04B,1
28503,hjcmjoki-1,s04B,1
28517,afijodop-1,s04B,0
28535,afildkne-1,s04B,1
28544,hjdchean-1,s04B,1
28563,geimcomh-1,s04B,1
28575,gdpnbfge-1,s04B,0
28579,gdpniaal-1,s04B,1
28580,gdpoabaf-1,s04B,1
28586,gejndnkc-1,s04B,5
28590,gekemcem-1,s04B,1
28599,affohlmg-1,s04B,5
28618,gejahfcl-1,s04B,0
28659,gegocikb-1,s04B,1
28669,gejfdaea-1,s04B,2
28678,gejhpimk-1,s04B,1
28681,gejihcll-1,s04B,1
28684,gejojjab-1,s04B,1
28687,gekaaffc-1,s04B,5
28689,gekbcmbc-1,s04B,1
28692,gekbeejk-1,s04B,5
28702,gegobmdg-1,s04B,1
28704,gegoklbb-1,s04B,0
28707,gegpegcg-1,s04B,0
28710,gehbcipp-1,s04B,4
28713,gehbjeia-1,s04B,1
28717,gejogipg-1,s04B,1
28720,afglchbm-1,s04B,6
28727,gehbmkoa-1,s04B,0
28735,affanejk-1,s04B,1
28737,afgklkgl-1,s04B,1
28740,afenkpjo-1,s04B,5
28741,afeokjbg-1,s04B,1
28742,afhnalco-1,s04B,4
28766,gehokifn-1,s04B,1
28767,geibcbdm-1,s04B,4
28776,geheoopj-1,s04B,1
28799,gehhkiai-1,s04B,1
28821,gebammon-1,s04B,1
28837,gebfpbmo-1,s04B,4
28842,gebghafm-1,s04B,5
28857,gehjpjdl-1,s04B,4
28871,gebfdggc-1,s04B,3
28898,gecnmlab-1,s04B,4
28918,gedmgkcl-1,s04B,0
28920,gedmoipb-1,s04B,3
28929,gedfciib-1,s04B,2
28930,gedlndlg-1,s04B,0
28942,gediecjo-1,s04B,4
28951,eljalena-1,s04B,5
28959,gebincob-1,s04B,0
28960,gecdabjo-1,s04B,1
28968,gecfdnii-1,s04B,0
28983,gedbfmbg-1,s04B,4
28985,elioafeb-1,s04B,1
28991,geblenci-1,s04B,1
29006,gechagbp-1,s04B,0
29021,eljbmmfg-1,s04B,6
29029,elhohfao-1,s04B,6
29032,gecbmobf-1,s04B,3
29052,elhnlkjc-1,s04B,5
29067,amknkeji-1,s04B,4
29069,gihbkpdm-1,s04B,1
29077,gihbgbcp-1,s04B,1
29102,amlbbndi-1,s04B,4
29104,giffbmai-1,s04B,0
29111,gikgfcka-1,s04B,1
29114,gikgjjjf-1,s04B,4
29121,ginegipl-1,s04B,1
29130,gifgfkic-1,s04B,5
29132,gikipdpn-1,s04B,0
29136,ginemmpp-1,s04B,4
29149,ginnnngn-1,s04B,4
29160,afinfcmj-1,s04B,2
29162,amklkioi-1,s04B,5
29174,gimjcdei-1,s04B,1
29176,gimjhjah-1,s04B,1
29178,gimkaeib-1,s04B,4
29191,ginfgfjm-1,s04B,1
29203,ginpfini-1,s04B,2
29205,ginpihka-1,s04B,4
29216,afilhogc-1,s04B,0
29220,amkfloid-1,s04B,5
29223,gihkphce-1,s04B,1
29230,gimlojae-1,s04B,0
29257,gijombpi-1,s04B,0
29272,gikalham-1,s04B,2
29299,gikcnpap-1,s04B,2
29312,gikeocgd-1,s04B,2
29316,afgbhide-1,s04B,1
29317,amlbmagj-1,s04B,5
29324,amloleka-1,s04B,5
29332,ammaejno-1,s04B,1
29338,giicpccm-1,s04B,3
29344,giihbeaa-1,s04B,2
29363,giimjgfb-1,s04B,2
29367,giinbphe-1,s04B,2
29377,gikbmmmh-1,s04B,1
29379,gikcandm-1,s04B,2
29381,gikcfikb-1,s04B,0
29388,ginbjofn-1,s04B,0
29390,affnelbe-1,s04B,5
29401,amlbngij-1,s04B,5
29409,amldclne-1,s04B,2
29419,amlehpnn-1,s04B,1
29421,amlpbpbm-1,s04B,5
29423,amlpcfec-1,s04B,5
29428,ammahlbm-1,s04B,5
29433,ammbbncn-1,s04B,4
29441,ammbpajn-1,s04B,4
29447,ammchnlb-1,s04B,5
29490,gijmhpbp-1,s04B,5
29491,gijmipdj-1,s04B,4
29512,gekdepij-1,s04B,1
29520,gekehmdc-1,s04B,2
29523,ggdkekpg-1,s04B,1
29535,giiphbbh-1,s04B,3
